question_id,passage_id
6148,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6149,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4092256"", ""B4081995"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
6150,"[""B4105981"", ""B4092668"", ""B4086038"", ""B4093926"", ""B4116472"", ""B4099270"", ""B4119964"", ""B4113480"", ""B4110748"", ""B4116292""]"
6151,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080""]"
6152,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6153,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6154,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6155,"[""B4100902"", ""B4083437"", ""B4112501"", ""B4096297"", ""B4113080"", ""A22311"", ""B4102654"", ""B4118340"", ""B4106082"", ""B4096318""]"
6156,"[""B4093926"", ""B4116472"", ""B4099270"", ""B4113480"", ""B4119964"", ""B4110748"", ""B4116292"", ""B4101189"", ""B4118735"", ""B4089091""]"
6157,"[""B4100902"", ""B4083437"", ""B4112501"", ""A22311"", ""B4096297"", ""B4113080"", ""B4102654"", ""B4118340"", ""B4106082"", ""A18544""]"
6158,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6159,"[""B4100902"", ""B4083437"", ""B4112501"", ""B4096297"", ""B4113080"", ""A22311"", ""B4102654"", ""B4118340"", ""B4106082"", ""B4096318""]"
6160,"[""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4096318"", ""B4106243"", ""B4102705"", ""B4106082""]"
6161,"[""Q831691"", ""Q1433006"", ""Q958148"", ""B4115435"", ""Q163446"", ""Q5871275"", ""B4109067"", ""B4081599"", ""B4087599"", ""B4092273""]"
6162,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6163,"[""B4099096"", ""B4102654"", ""B4100902"", ""B4112501"", ""Q60960"", ""B4085562"", ""B4113080"", ""Q246123"", ""B4118340"", ""B4095487""]"
6164,"[""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4096318"", ""B4106243"", ""B4102705"", ""B4106082""]"
6165,"[""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4096318"", ""B4106243"", ""B4102705"", ""B4106082""]"
6166,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6167,"[""A21568"", ""B4096779"", ""B4085878"", ""B4080579"", ""B4118431"", ""B4102406"", ""Q1096168"", ""Q1622390"", ""B4098254"", ""B4108767""]"
6168,"[""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4106243"", ""B4100097"", ""B4099096"", ""B4096318"", ""B4106082""]"
6169,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6170,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340""]"
6171,"[""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4096318"", ""B4106243"", ""B4102705"", ""Q877806""]"
6172,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6173,"[""B4104853"", ""B4113290"", ""B4088881"", ""B4102488"", ""B4115550"", ""B4082663"", ""B4093806"", ""B4109921"", ""B4099363"", ""B4090551""]"
6174,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6175,"[""B4081104"", ""B4106485"", ""B4109474"", ""B4095969"", ""B4102373"", ""B4102654"", ""B4104918"", ""B4092120"", ""B4108383"", ""B4092700""]"
6176,"[""Q614252"", ""B4096557"", ""Q2703249"", ""Q81671"", ""B4095122"", ""Q1038113"", ""B4088485"", ""B4094611"", ""B4116309"", ""Q14333188""]"
6177,"[""B4095411"", ""B4114810"", ""B4113817"", ""Q2701965"", ""B4087662"", ""Q819220"", ""B4095835"", ""B4099479"", ""B4081946"", ""B4098835""]"
6178,"[""B4100902"", ""B4083437"", ""B4112501"", ""B4096297"", ""B4113080"", ""A22311"", ""B4102654"", ""B4118340"", ""B4106082"", ""B4096318""]"
6179,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080""]"
6180,"[""B4104580"", ""B4114089"", ""B4100998"", ""B4099096"", ""Q1211272"", ""B4112154"", ""B4100902"", ""B4098150"", ""B4112501"", ""B4096957""]"
6181,"[""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4096318"", ""B4106243"", ""B4102705"", ""B4106082""]"
6182,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6183,"[""B4100902"", ""B4083437"", ""B4112501"", ""B4096297"", ""B4113080"", ""A22311"", ""B4102654"", ""B4118340"", ""B4106082"", ""B4096318""]"
6184,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6185,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4092256"", ""B4081995"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
6186,"[""B4100902"", ""B4083437"", ""B4112501"", ""B4096297"", ""B4113080"", ""A22311"", ""B4102654"", ""B4118340"", ""B4106082"", ""B4096318""]"
6187,"[""Q831691"", ""Q1433006"", ""Q958148"", ""B4115435"", ""Q163446"", ""Q5871275"", ""B4109067"", ""B4081599"", ""B4087599"", ""B4092273""]"
6188,"[""B4100998"", ""B4102654"", ""B4099096"", ""B4100902"", ""B4112501"", ""Q1211272"", ""B4100939"", ""B4098150"", ""B4096957"", ""B4113080""]"
6189,"[""B4093926"", ""B4116472"", ""B4099270"", ""B4113480"", ""B4119964"", ""B4110748"", ""B4116292"", ""B4101189"", ""B4118735"", ""B4089091""]"
6190,"[""B4100998"", ""B4102654"", ""B4099096"", ""B4100902"", ""B4112501"", ""Q1211272"", ""B4100939"", ""B4098150"", ""B4096957"", ""B4113080""]"
6191,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6192,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6193,"[""B4096490"", ""B4106485"", ""B4109474"", ""B4095969"", ""B4102373"", ""B4102654"", ""B4104918"", ""B4092120"", ""B4108383"", ""B4092700""]"
6194,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6195,"[""B4098573"", ""Q168366"", ""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4106243"", ""B4099096"", ""B4114050""]"
6196,"[""B4113961"", ""B4082749"", ""B4090923"", ""B4099619"", ""B4084461"", ""B4102226"", ""B4086241"", ""B4107106"", ""B4088132"", ""B4097838""]"
6197,"[""B4082204"", ""B4118620"", ""B4092553"", ""B4092849"", ""B4106484"", ""B4115531"", ""B4094502"", ""B4097793"", ""B4102447"", ""B4083798""]"
6198,"[""B4089907"", ""B4083385"", ""B4098474"", ""B4081538"", ""B4110701"", ""B4106764"", ""B4109593"", ""B4106350"", ""B4093556"", ""B4116430""]"
6199,"[""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4096318"", ""B4106243"", ""B4102705"", ""B4106082""]"
6200,"[""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4096318"", ""B4106243"", ""B4102705"", ""B4106082""]"
6201,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4092256"", ""B4081995"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
6202,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6203,"[""B4093926"", ""B4116472"", ""B4099270"", ""B4119964"", ""B4113480"", ""B4110748"", ""B4116292"", ""B4089091"", ""B4101189"", ""B4118735""]"
6204,"[""Q604770"", ""B4102149"", ""B4112966"", ""B4118569"", ""B4089116"", ""B4107014"", ""B4103448"", ""B4106776"", ""B4097373"", ""B4115306""]"
6205,"[""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4106243"", ""B4099096"", ""B4114050"", ""B4096318"", ""Q877806""]"
6206,"[""B4100998"", ""B4102654"", ""B4099096"", ""B4100902"", ""B4112501"", ""Q1211272"", ""B4100939"", ""B4098150"", ""B4096957"", ""B4113080""]"
6207,"[""B4100902"", ""B4083437"", ""B4112501"", ""B4096297"", ""B4113080"", ""A22311"", ""B4102654"", ""B4118340"", ""B4106082"", ""B4096318""]"
6208,"[""B4090623"", ""B4080808"", ""B4098888"", ""B4105906"", ""B4110407"", ""B4093926"", ""B4116472"", ""B4099270"", ""B4119964"", ""B4113480""]"
6209,"[""B4089907"", ""B4083385"", ""B4098474"", ""B4081538"", ""B4110701"", ""B4106764"", ""B4109593"", ""B4106350"", ""B4093556"", ""B4116430""]"
6210,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6211,"[""B4100998"", ""B4102654"", ""B4099096"", ""B4100902"", ""B4112501"", ""Q1211272"", ""B4100939"", ""B4098150"", ""B4096957"", ""B4113080""]"
6212,"[""Q950970"", ""A32799"", ""B4107567"", ""B4106938"", ""A43477"", ""A23471"", ""B4101226"", ""A32951"", ""A25975"", ""A28191""]"
6213,"[""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4096318"", ""B4106243"", ""B4102705"", ""B4106082""]"
6214,"[""Q5013756"", ""B4119428"", ""B4106485"", ""B4109474"", ""B4095969"", ""B4102373"", ""B4102654"", ""B4104918"", ""B4092120"", ""B4108383""]"
6215,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6216,"[""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4106243"", ""B4099096"", ""B4114050"", ""B4096318"", ""Q877806""]"
6217,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6218,"[""B4106485"", ""B4109474"", ""B4095969"", ""B4102373"", ""B4102654"", ""B4104918"", ""B4092120"", ""B4108383"", ""B4092700"", ""B4103234""]"
6219,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6220,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6221,"[""B4100902"", ""B4083437"", ""B4112501"", ""B4096297"", ""B4113080"", ""A22311"", ""B4102654"", ""B4118340"", ""B4106082"", ""B4096318""]"
6222,"[""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4096318"", ""B4106243"", ""B4102705"", ""B4106082""]"
6223,"[""B4100998"", ""B4099096"", ""Q1211272"", ""B4112154"", ""B4100902"", ""B4098150"", ""B4112501"", ""B4096957"", ""B4118340"", ""B4114455""]"
6224,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6225,"[""B4104236"", ""B4116131"", ""B4096751"", ""B4105422"", ""B4110409"", ""B4100998"", ""B4102654"", ""B4099096"", ""B4100902"", ""B4112501""]"
6226,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6227,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
6228,"[""B4099096"", ""B4102654"", ""B4100902"", ""B4112501"", ""Q60960"", ""B4085562"", ""B4113080"", ""Q246123"", ""B4118340"", ""B4095487""]"
6229,"[""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4106243"", ""B4100097"", ""B4099096"", ""B4096318"", ""B4106082""]"
6230,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6231,"[""B4112283"", ""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4106243"", ""B4099096"", ""B4114050"", ""B4096318""]"
6232,"[""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4106243"", ""B4100097"", ""B4099096"", ""B4096318"", ""B4106082""]"
6233,"[""B4093926"", ""B4116472"", ""B4099270"", ""B4113480"", ""B4119964"", ""B4110748"", ""B4116292"", ""B4101189"", ""B4118735"", ""B4089091""]"
6234,"[""A33471"", ""A19512"", ""A20607"", ""A29835"", ""B4102912"", ""A3306"", ""B4113647"", ""A33674"", ""A31515"", ""B4087801""]"
6235,"[""B4100902"", ""B4083437"", ""B4112501"", ""A22311"", ""B4096297"", ""B4113080"", ""B4102654"", ""B4118340"", ""B4106082"", ""A18544""]"
6236,"[""A21568"", ""B4096779"", ""B4085878"", ""B4080579"", ""B4102406"", ""B4118431"", ""Q1622390"", ""B4098254"", ""B4108767"", ""Q1096168""]"
6237,"[""B4100998"", ""B4102654"", ""B4099096"", ""B4100902"", ""B4112501"", ""Q1211272"", ""B4100939"", ""B4098150"", ""B4096957"", ""B4113080""]"
6238,"[""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4096318"", ""B4106243"", ""B4102705"", ""B4106082""]"
6239,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6240,"[""Q831691"", ""Q1433006"", ""Q958148"", ""B4115435"", ""Q163446"", ""Q5871275"", ""B4109067"", ""B4087599"", ""B4081599"", ""B4092273""]"
6241,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6242,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6243,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080""]"
6244,"[""B4093926"", ""B4116472"", ""B4099270"", ""B4113480"", ""B4119964"", ""B4110748"", ""B4116292"", ""B4101189"", ""B4118735"", ""B4089091""]"
6245,"[""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4106243"", ""B4099096"", ""B4114050"", ""B4096318"", ""Q877806""]"
6246,"[""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4096318"", ""B4106243"", ""B4102705"", ""Q877806""]"
6247,"[""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4106243"", ""B4099096"", ""B4114050"", ""B4096318"", ""Q877806""]"
6248,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6249,"[""B4100902"", ""B4083437"", ""B4112501"", ""B4096297"", ""B4113080"", ""A22311"", ""B4102654"", ""B4118340"", ""B4106082"", ""B4096318""]"
6250,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6251,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6252,"[""B4119112"", ""B4112112"", ""B4102583"", ""B4109459"", ""B4100445"", ""B4106948"", ""B4099201"", ""B4099096"", ""B4102654"", ""B4100902""]"
6253,"[""B4106485"", ""B4109474"", ""B4095969"", ""B4102373"", ""B4102654"", ""B4104918"", ""B4092120"", ""B4108383"", ""B4092700"", ""B4112501""]"
6254,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6255,"[""B4093926"", ""B4116472"", ""B4099270"", ""B4113480"", ""B4119964"", ""B4110748"", ""B4116292"", ""B4101189"", ""B4118735"", ""B4089091""]"
6256,"[""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4096318"", ""B4106243"", ""B4102705"", ""B4106082""]"
6257,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6258,"[""B4100902"", ""B4083437"", ""B4112501"", ""B4096297"", ""B4113080"", ""A22311"", ""B4102654"", ""B4118340"", ""B4106082"", ""B4096318""]"
6259,"[""B4100902"", ""B4083437"", ""B4112501"", ""A22311"", ""B4096297"", ""B4113080"", ""B4102654"", ""B4118340"", ""B4106082"", ""A18544""]"
6260,"[""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4106243"", ""B4100097"", ""B4099096"", ""B4096318"", ""B4106082""]"
6261,"[""B4106485"", ""B4109474"", ""B4095969"", ""B4102373"", ""B4102654"", ""B4104918"", ""B4092120"", ""B4108383"", ""B4092700"", ""B4112501""]"
6262,"[""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4106243"", ""B4100097"", ""B4099096"", ""B4096318"", ""B4106082""]"
6263,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6264,"[""B4106485"", ""B4109474"", ""B4095969"", ""B4102373"", ""B4102654"", ""B4104918"", ""B4092120"", ""B4108383"", ""B4092700"", ""B4112501""]"
6265,"[""Q386047"", ""B4109541"", ""B4113128"", ""B4081783"", ""B4097143"", ""B4098463"", ""Q527395"", ""B4103908"", ""B4092212"", ""B4115779""]"
6266,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6267,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6268,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6269,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340""]"
6270,"[""B4093926"", ""B4116472"", ""B4099270"", ""B4113480"", ""B4119964"", ""B4110748"", ""B4116292"", ""B4101189"", ""B4118735"", ""B4089091""]"
6271,"[""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4106243"", ""B4100097"", ""B4099096"", ""B4096318"", ""Q877806""]"
6272,"[""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4106243"", ""B4100097"", ""B4099096"", ""B4096318"", ""B4106082""]"
6273,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4092256"", ""B4081995"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
6274,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4092256"", ""B4081995"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
6275,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4106485"", ""B4109474"", ""B4095969"", ""B4102373"", ""B4102654""]"
6276,"[""B4100902"", ""B4083437"", ""B4112501"", ""B4096297"", ""B4113080"", ""A22311"", ""B4102654"", ""B4118340"", ""B4106082"", ""B4096318""]"
6277,"[""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4106243"", ""B4099096"", ""B4114050"", ""B4096318"", ""Q877806""]"
6278,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6279,"[""B4090623"", ""B4080808"", ""B4098888"", ""B4105906"", ""B4110407"", ""B4093926"", ""B4116472"", ""B4099270"", ""B4119964"", ""B4113480""]"
6280,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6281,"[""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4096318"", ""B4106243"", ""B4102705"", ""B4106082""]"
6282,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6283,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6284,"[""B4101687"", ""Q14524064"", ""Q1160546"", ""B4099016"", ""B4081237"", ""B4093854"", ""B4088129"", ""B4093113"", ""B4115982"", ""B4117251""]"
6285,"[""B4100998"", ""B4102654"", ""B4099096"", ""B4100902"", ""B4112501"", ""Q1211272"", ""B4100939"", ""B4098150"", ""B4096957"", ""B4113080""]"
6286,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6287,"[""B4089907"", ""B4083385"", ""B4098474"", ""B4081538"", ""B4110701"", ""B4106764"", ""B4109593"", ""B4093556"", ""B4116430"", ""B4106350""]"
6288,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6289,"[""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4096318"", ""B4106243"", ""B4102705"", ""Q877806""]"
6290,"[""B4099095"", ""B4114563"", ""B4105772"", ""B4082600"", ""B4087371"", ""B4102714"", ""Q5755824"", ""B4114381"", ""B4099389"", ""B4098364""]"
6291,"[""B4093926"", ""B4116472"", ""B4099270"", ""B4113480"", ""B4119964"", ""B4110748"", ""B4116292"", ""B4101189"", ""B4118735"", ""B4089091""]"
6292,"[""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4106243"", ""B4100097"", ""B4099096"", ""B4096318"", ""B4106082""]"
6293,"[""B4113961"", ""B4082749"", ""B4090923"", ""B4099619"", ""B4084461"", ""B4102226"", ""B4086241"", ""B4107106"", ""B4088132"", ""B4097838""]"
6294,"[""B4090623"", ""B4080808"", ""B4098888"", ""B4105906"", ""B4110407"", ""B4100902"", ""B4083437"", ""B4112501"", ""A22311"", ""B4096297""]"
6295,"[""B4081104"", ""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4096318"", ""B4106243"", ""B4102705""]"
6296,"[""B4106485"", ""B4109474"", ""B4095969"", ""B4102373"", ""B4102654"", ""B4104918"", ""B4092120"", ""B4108383"", ""B4092700"", ""B4112501""]"
6297,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6298,"[""B4099096"", ""B4102654"", ""B4100902"", ""B4112501"", ""Q60960"", ""B4085562"", ""B4113080"", ""Q246123"", ""B4118340"", ""B4095487""]"
6299,"[""B4100902"", ""B4083437"", ""B4112501"", ""B4096297"", ""B4113080"", ""A22311"", ""B4102654"", ""B4118340"", ""B4106082"", ""B4096318""]"
6300,"[""Q2596997"", ""B4091249"", ""Q753069"", ""Q1136498"", ""Q14906"", ""B4106071"", ""B4088240"", ""Q1162763"", ""Q237315"", ""B4103243""]"
6301,"[""B4082044"", ""B4119785"", ""B4087836"", ""B4106137"", ""B4119995"", ""B4104600"", ""B4097906"", ""B4119125"", ""B4106656"", ""B4116318""]"
6302,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6303,"[""B4102654"", ""B4100902"", ""B4099096"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4096318"", ""B4106243"", ""B4102705"", ""B4106082""]"
6304,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6305,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
6306,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
6307,"[""B4097360"", ""B4104387"", ""Q296955"", ""B4098125"", ""B4083620"", ""B4101690"", ""B4080809"", ""B4114484"", ""B4107043"", ""B4088032""]"
6308,"[""B4102654"", ""B4100902"", ""B4112501"", ""B4113080"", ""B4118340"", ""B4106243"", ""B4099096"", ""B4114050"", ""B4096318"", ""Q877806""]"
6309,"[""B4100902"", ""B4083437"", ""B4112501"", ""B4096297"", ""B4113080"", ""A22311"", ""B4102654"", ""B4118340"", ""B4106082"", ""B4096318""]"
6310,"[""B4093358"", ""Q165044"", ""B4083008"", ""B4100516"", ""Q7166810"", ""Q704354"", ""B4091029"", ""B4084974"", ""B4081117"", ""B4102654""]"
